Filename,IonIndex,X,Y,X_rot,Y_rot,Kink,Predicted,Zigzag,DefectType
image14_8.tif,6,601.0,101.53115137211944,-319.8018625632108,-6.496958405431052,False,False,A,
image14_8.tif,7,647.0,115.16501035282631,-273.9000529229511,7.463914864359762,False,False,A,
image14_8.tif,8,697.0,100.19613556507431,-223.79479288588547,-7.14875528963448,False,False,A,
image14_8.tif,9,742.0,114.4476258048149,-178.8973533029753,7.422617087473657,False,False,A,
image14_8.tif,10,790.0,99.23557848588392,-130.79031208038398,-7.447452463180625,False,False,A,
image14_8.tif,11,831.0,114.83389659373718,-89.9023559229051,8.442247630209117,False,False,A,
image14_8.tif,12,877.0,98.43160101477034,-43.78679363934751,-7.632273063457441,False,False,A,
image14_8.tif,13,919.0,114.34925600393764,-1.9011353691884996,8.583872336409426,False,False,A,
image14_8.tif,14,967.0,97.83246655803045,46.21519106592591,-7.590906301641276,False,False,A,
image14_8.tif,15,1008.0,113.35390169125462,87.10369436198799,8.221912764003076,False,False,A,
image14_8.tif,16,1053.0,97.40280509775674,132.21607100540677,-7.4085368813981205,False,False,A,
image14_8.tif,17,1097.0,112.62618863103437,176.10661942107822,8.127587666663151,False,False,A,
image14_8.tif,18,1144.0,96.99866984476068,223.21664267388906,-7.165059342110634,False,False,A,
image14_8.tif,19,1193.0,110.96492322509464,272.11601085746895,7.149549445082417,False,False,A,
image14_8.tif,20,1241.0,96.58649791959826,320.21711959930514,-6.886919201688682,False,False,A,
image14_8.tif,21,1297.0,107.98902761197648,376.1345552935044,4.913846399350072,False,False,A,
image14_8.tif,22,1359.0,100.148902554376,438.188779627921,-2.4848564040273926,False,False,A,
image14_8.tif,23,1430.0,102.55673625639824,509.16984634041717,0.42818865102599474,True,False,,
image14_8.tif,24,1508.0,100.95061579268967,587.1793011455965,-0.6228032341138696,True,False,,
image14_8.tif,25,1603.0,100.0895012797135,682.1830236215399,-0.8078273363354608,True,False,,
image14_9.tif,1,243.0000000000001,110.26696139699236,-677.0103169542209,-0.8987835966361215,True,False,,
image14_9.tif,2,335.0000000000001,109.81379426924356,-585.0093998804691,-0.7074252042847642,True,False,,
image14_9.tif,3,413.00000000000006,109.00971462860755,-507.00568090468846,-0.9650489918223755,True,False,,
image14_9.tif,4,481.00000000000006,112.00586731601194,-439.02833940888576,2.5074103800443,False,False,B,
image14_9.tif,5,543.0,104.06827870763072,-376.97425335344695,-4.995636783614754,False,False,B,
image14_9.tif,6,598.0,115.66395824194302,-322.0568376151837,6.985065720547051,False,False,B,
image14_9.tif,7,649.0000000000001,100.82972867050113,-270.9541665777988,-7.491514670659462,False,False,B,
image14_9.tif,8,694.0000000000001,115.84399699819905,-226.06045468088752,7.837636823576519,False,False,B,
image14_9.tif,9,741.0,100.26711188256274,-178.95248274445984,-7.409603252662586,False,False,B,
image14_9.tif,10,786.0,114.94968434607908,-134.05644712188808,7.587860517027819,False,False,B,
image14_9.tif,11,831.0,99.6795744691857,-88.95057524849241,-7.366623031166343,False,False,B,
image14_9.tif,12,874.0,115.18617147676984,-46.06026332618615,8.44083387887742,False,False,B,
image14_9.tif,13,921.0,99.08389797915484,1.051389266519601,-7.331781686595393,False,False,B,
image14_9.tif,14,962.0,114.30831033441578,41.943727138082906,8.179486313182418,False,False,B,
image14_9.tif,15,1009.0,98.2546498982374,89.05503916754837,-7.5445173837918444,False,False,B,
image14_9.tif,16,1052.0,113.54017888792136,131.9468998020376,8.041876933240586,False,False,B,
image14_9.tif,17,1097.0,98.12834317536422,177.05376454871464,-7.054328972742442,False,False,B,
image14_9.tif,18,1144.0,112.77267272484151,223.9500190066006,7.918904003969769,False,False,B,
image14_9.tif,19,1192.0,97.17603613074344,272.0581047743582,-7.341081474740296,False,False,B,
image14_9.tif,20,1241.0,110.65050728162034,320.96250570315226,6.4763329936605665,False,False,B,
image14_9.tif,21,1296.0,99.19580557916964,376.0414029916758,-4.592780095128489,False,False,B,
image14_9.tif,22,1359.0,105.34297271114632,438.99679246537767,1.9955884406293174,True,False,,
image14_9.tif,23,1429.0,101.92342906754564,509.0190306286704,-0.9334798982118129,True,False,,
image14_9.tif,24,1508.0,101.9764718569042,588.0167204155565,-0.3269966977725944,True,False,,
image14_9.tif,25,1602.0,100.63351575211188,682.0238219083133,-1.01139426492691,True,False,,
